0.264178333	0.042540833	0.3707925	0.029976667	0.040435833	0.038115833	0.04605	0.02215	0.008949167	0.0008175	0.107354167	0.003870833	0.00294	0.004315	0.0137975	0.003715833
0.0770575	0.090528333	0.311245833	0.090530833	0.017824167	0.055271667	0.1011125	0.094985833	0.013155833	0.001685	0.098785833	0.003210833	0.005179167	0.004259167	0.028714167	0.006453333
0.120173333	0.025389167	0.504653333	0.033115833	0.017334167	0.037421667	0.052899167	0.017865	0.03047	0.004089167	0.114613333	0.008750833	0.010425	0.006495	0.013371667	0.002933333
0.051613333	0.05901	0.312398333	0.081325833	0.033205	0.120585	0.0849575	0.104435	0.0053125	0.001554167	0.066084167	0.0036825	0.018169167	0.017526667	0.025355	0.014785833
0.055976667	0.008686667	0.207223333	0.007528333	0.176945	0.118608333	0.263195	0.039840833	0.008165833	0.004975	0.055298333	0.002978333	0.004066667	0.016735	0.02631	0.003466667
0.026505833	0.01953	0.089538333	0.02488	0.073091667	0.262380833	0.1809225	0.2123025	0.005210833	0.003776667	0.013690833	0.007033333	0.014350833	0.034024167	0.0147475	0.018014167
0.0410325	0.011365833	0.09629	0.013053333	0.146703333	0.12471	0.305906667	0.093184167	0.045659167	0.019153333	0.0258275	0.004268333	0.019683333	0.0305875	0.015895833	0.006679167
0.008814167	0.009185833	0.123451667	0.0218275	0.062936667	0.254488333	0.230426667	0.223566667	0.000358333	0.000146667	0.018444167	0.0008175	0.001714167	0.005741667	0.027314167	0.010765833
0.110524167	0.0132875	0.193975	0.016175833	0.03191	0.017804167	0.037139167	0.035763333	0.077835833	0.002451667	0.243490833	0.005901667	0.079921667	0.006618333	0.114859167	0.012341667
0.067990437	0.057959406	0.137312479	0.048041813	0.018091592	0.085852337	0.051419283	0.074948136	0.022850697	0.009830376	0.132164576	0.123079918	0.007045768	0.008147182	0.036926549	0.118339451
0.036526667	0.008215	0.316705833	0.021116667	0.014849167	0.0071025	0.072578333	0.019184167	0.025136667	0.001064167	0.322898333	0.013073333	0.01335	0.001685	0.110929167	0.015585
0.074886667	0.0968175	0.215513333	0.065493333	0.020439167	0.134071667	0.061111667	0.115046667	0.011663333	0.007469167	0.08206	0.064500833	0.0140125	0.007586667	0.018306667	0.011020833
0.005454167	0.000703333	0.0514775	0.001138333	0.036705	0.014475	0.066688333	0.013263333	0.018453333	0.001603333	0.16336	0.0023475	0.1721125	0.091651667	0.3216325	0.038934167
0.007435833	0.00257	0.044058333	0.009570833	0.0213125	0.149126667	0.0932725	0.224636667	0.003816667	0.00356	0.0909975	0.0187275	0.027063333	0.05929	0.1225925	0.121969167
0.009678333	0.002675833	0.0445675	0.003026667	0.086913333	0.061955	0.1161125	0.041551667	0.021365	0.003016667	0.1130225	0.004878333	0.118098333	0.033888333	0.292353333	0.046896667
0.0440475	0.03393	0.075639167	0.02644	0.038755	0.198870833	0.0986	0.190395833	0.013923333	0.006720833	0.032745833	0.032886667	0.010063333	0.028436667	0.039050833	0.129494167
