0.311835833	0.049164167	0.2505575	0.066089167	0.018201667	0.021076667	0.015020833	0.040910833	0.0041425	0.003933333	0.1540825	0.01406	0.000708333	0.009155833	0.0090275	0.032033333
0.062331667	0.11922	0.25845	0.055165833	0.010251667	0.0978025	0.024680833	0.1188325	0.003219167	0.004946667	0.0985325	0.02147	0.007511667	0.022956667	0.02822	0.066408333
0.146810833	0.079814167	0.354768333	0.064816667	0.00829	0.046611667	0.016426667	0.049741667	0.011010833	0.009440833	0.124988333	0.052009167	0.001174167	0.007868333	0.0098625	0.016365833
0.034051667	0.210104167	0.201735	0.067114167	0.002628333	0.139255833	0.014693333	0.10376	0.002031667	0.029780833	0.067745833	0.022286667	0.0005875	0.05441	0.009940833	0.039874167
0.072158	0.018322667	0.176484667	0.035003333	0.126233333	0.181388667	0.142736	0.045484667	0.003490667	0.004344	0.091162	0.019088	0.014113333	0.016496	0.040751333	0.012743333
0.02069	0.076942	0.159316667	0.052668667	0.020639333	0.336614667	0.075130667	0.114385333	0.001284667	0.002275333	0.047764	0.022045333	0.000698	0.034975333	0.013058	0.021512
0.046665833	0.055104167	0.044775833	0.0185225	0.124399167	0.324939167	0.105821667	0.0839825	0.004006667	0.009151667	0.0334225	0.0315425	0.009855833	0.042208333	0.0356775	0.029924167
0.011573333	0.038560833	0.18422	0.065643333	0.03214	0.289051667	0.15319	0.150964167	0.000261667	0.0002325	0.038306667	0.001226667	0.000695833	0.009666667	0.019754167	0.0045125
0.225736667	0.0626475	0.0664225	0.076558333	0.02981	0.018895	0.010003333	0.011309167	0.118395	0.029195833	0.211423333	0.01609	0.048789167	0.040149167	0.026436667	0.008138333
0.049014	0.14673	0.241718	0.133449	0.010808	0.042082	0.020797	0.077547	0.016052	0.034368	0.161983	0.013995	0.003761	0.019481	0.020473	0.007742
0.1693175	0.126241667	0.0590475	0.036756667	0.015229167	0.021541667	0.009264167	0.009103333	0.093215	0.020893333	0.315593333	0.022406667	0.018128333	0.012560833	0.059146667	0.011554167
0.118577153	0.171782361	0.260278958	0.052171528	0.016069444	0.080748958	0.039847708	0.052399028	0.029662569	0.021737083	0.0788125	0.019456667	0.010289861	0.019369375	0.018423889	0.010372917
0.043323077	0.009416923	0.014075385	0.014305385	0.093067692	0.056521538	0.013035385	0.018896154	0.076343846	0.007597692	0.114001538	0.018412308	0.228143077	0.099893846	0.127853846	0.065112308
0.019038333	0.022446667	0.031943333	0.009864167	0.013090833	0.315691667	0.021326667	0.114321667	0.006148333	0.01071	0.087769167	0.002871667	0.019015833	0.166335833	0.085445	0.073980833
0.023346667	0.013591667	0.01992	0.011808333	0.13073	0.166511667	0.031534167	0.027170833	0.017020833	0.009871667	0.073575	0.03886	0.109840833	0.0831675	0.173296667	0.069754167
0.032826154	0.06629	0.082589231	0.060893846	0.025826154	0.330728462	0.042150769	0.097586923	0.00481	0.011274615	0.047421538	0.02907	0.024065385	0.062461538	0.049874615	0.032130769
